Bx_uT,By_uT,Bz_uT
2.054899999999999949e+01,-3.119999999999999929e+01,7.758519999999999754e+02
2.129899999999999949e+01,-3.089999999999999858e+01,7.756100000000000136e+02
2.085000000000000142e+01,-3.060000000000000142e+01,7.746409999999999627e+02
2.100000000000000000e+01,-3.029899999999999949e+01,7.756100000000000136e+02
2.054899999999999949e+01,-3.119999999999999929e+01,7.760940000000000509e+02
2.025000000000000000e+01,-3.104899999999999949e+01,7.741580000000000155e+02
2.114999999999999858e+01,-3.135000000000000142e+01,7.743999999999999773e+02
2.054899999999999949e+01,-3.044999999999999929e+01,7.751259999999999764e+02
2.129899999999999949e+01,-3.119999999999999929e+01,7.748840000000000146e+02
2.129899999999999949e+01,-3.135000000000000142e+01,7.743999999999999773e+02
2.114999999999999858e+01,-3.164999999999999858e+01,7.756100000000000136e+02
2.114999999999999858e+01,-3.135000000000000142e+01,7.748840000000000146e+02
2.085000000000000142e+01,-3.119999999999999929e+01,7.753680000000000518e+02
2.160000000000000142e+01,-3.135000000000000142e+01,7.760940000000000509e+02
2.100000000000000000e+01,-3.104899999999999949e+01,7.743999999999999773e+02
2.114999999999999858e+01,-3.089999999999999858e+01,7.741580000000000155e+02
2.100000000000000000e+01,-2.969999999999999929e+01,7.743999999999999773e+02
2.160000000000000142e+01,-3.000000000000000000e+01,7.756100000000000136e+02
2.025000000000000000e+01,-3.089999999999999858e+01,7.753680000000000518e+02
2.054899999999999949e+01,-3.060000000000000142e+01,7.736739999999999782e+02
2.039999999999999858e+01,-3.104899999999999949e+01,7.741580000000000155e+02
2.100000000000000000e+01,-3.014999999999999858e+01,7.758519999999999754e+02
2.085000000000000142e+01,-3.119999999999999929e+01,7.743999999999999773e+02
2.144999999999999929e+01,-3.089999999999999858e+01,7.753680000000000518e+02
2.085000000000000142e+01,-3.075000000000000000e+01,7.753680000000000518e+02
2.069999999999999929e+01,-3.075000000000000000e+01,7.746409999999999627e+02
2.160000000000000142e+01,-3.135000000000000142e+01,7.765779999999999745e+02
2.085000000000000142e+01,-3.089999999999999858e+01,7.756100000000000136e+02
2.114999999999999858e+01,-3.014999999999999858e+01,7.739160000000000537e+02
2.085000000000000142e+01,-3.104899999999999949e+01,7.748840000000000146e+02
2.100000000000000000e+01,-3.089999999999999858e+01,7.756100000000000136e+02
2.100000000000000000e+01,-3.135000000000000142e+01,7.760940000000000509e+02
2.010000000000000142e+01,-3.060000000000000142e+01,7.756100000000000136e+02
2.129899999999999949e+01,-3.089999999999999858e+01,7.746409999999999627e+02
2.069999999999999929e+01,-3.135000000000000142e+01,7.741580000000000155e+02
2.069999999999999929e+01,-3.089999999999999858e+01,7.756100000000000136e+02
2.039999999999999858e+01,-3.029899999999999949e+01,7.748840000000000146e+02
2.085000000000000142e+01,-3.060000000000000142e+01,7.756100000000000136e+02
2.085000000000000142e+01,-3.104899999999999949e+01,7.753680000000000518e+02
2.100000000000000000e+01,-3.044999999999999929e+01,7.756100000000000136e+02
2.100000000000000000e+01,-3.104899999999999949e+01,7.758519999999999754e+02
2.114999999999999858e+01,-3.075000000000000000e+01,7.756100000000000136e+02
2.069999999999999929e+01,-3.135000000000000142e+01,7.758519999999999754e+02
2.114999999999999858e+01,-3.119999999999999929e+01,7.751259999999999764e+02
2.114999999999999858e+01,-3.044999999999999929e+01,7.751259999999999764e+02
2.085000000000000142e+01,-3.150000000000000000e+01,7.746409999999999627e+02
2.054899999999999949e+01,-3.060000000000000142e+01,7.753680000000000518e+02
2.085000000000000142e+01,-3.029899999999999949e+01,7.746409999999999627e+02
2.039999999999999858e+01,-3.089999999999999858e+01,7.746409999999999627e+02
2.025000000000000000e+01,-3.060000000000000142e+01,7.748840000000000146e+02
2.114999999999999858e+01,-3.119999999999999929e+01,7.746409999999999627e+02
2.010000000000000142e+01,-3.135000000000000142e+01,7.741580000000000155e+02
2.160000000000000142e+01,-3.000000000000000000e+01,7.748840000000000146e+02
2.025000000000000000e+01,-3.104899999999999949e+01,7.746409999999999627e+02
2.100000000000000000e+01,-3.060000000000000142e+01,7.753680000000000518e+02
2.039999999999999858e+01,-3.089999999999999858e+01,7.758519999999999754e+02
2.100000000000000000e+01,-3.104899999999999949e+01,7.748840000000000146e+02
2.085000000000000142e+01,-3.150000000000000000e+01,7.756100000000000136e+02
2.085000000000000142e+01,-3.119999999999999929e+01,7.746409999999999627e+02
2.129899999999999949e+01,-3.029899999999999949e+01,7.748840000000000146e+02
2.114999999999999858e+01,-3.104899999999999949e+01,7.743999999999999773e+02
2.025000000000000000e+01,-3.150000000000000000e+01,7.748840000000000146e+02
2.085000000000000142e+01,-3.044999999999999929e+01,7.748840000000000146e+02
2.129899999999999949e+01,-3.075000000000000000e+01,7.748840000000000146e+02
2.085000000000000142e+01,-3.089999999999999858e+01,7.756100000000000136e+02
2.069999999999999929e+01,-3.089999999999999858e+01,7.748840000000000146e+02
2.100000000000000000e+01,-3.119999999999999929e+01,7.756100000000000136e+02
2.085000000000000142e+01,-3.104899999999999949e+01,7.753680000000000518e+02
2.054899999999999949e+01,-3.104899999999999949e+01,7.751259999999999764e+02
2.039999999999999858e+01,-3.119999999999999929e+01,7.743999999999999773e+02
2.085000000000000142e+01,-3.104899999999999949e+01,7.746409999999999627e+02
2.069999999999999929e+01,-3.119999999999999929e+01,7.746409999999999627e+02
2.114999999999999858e+01,-3.179899999999999949e+01,7.753680000000000518e+02
2.069999999999999929e+01,-3.104899999999999949e+01,7.746409999999999627e+02
2.010000000000000142e+01,-3.014999999999999858e+01,7.748840000000000146e+02
2.039999999999999858e+01,-3.104899999999999949e+01,7.753680000000000518e+02
2.039999999999999858e+01,-3.014999999999999858e+01,7.753680000000000518e+02
2.085000000000000142e+01,-3.089999999999999858e+01,7.746409999999999627e+02
2.144999999999999929e+01,-3.135000000000000142e+01,7.753680000000000518e+02
2.085000000000000142e+01,-3.104899999999999949e+01,7.746409999999999627e+02
2.129899999999999949e+01,-3.164999999999999858e+01,7.748840000000000146e+02
2.039999999999999858e+01,-3.029899999999999949e+01,7.746409999999999627e+02
2.100000000000000000e+01,-3.119999999999999929e+01,7.751259999999999764e+02
2.100000000000000000e+01,-3.075000000000000000e+01,7.751259999999999764e+02
2.085000000000000142e+01,-3.104899999999999949e+01,7.751259999999999764e+02
2.114999999999999858e+01,-3.060000000000000142e+01,7.751259999999999764e+02
2.069999999999999929e+01,-3.089999999999999858e+01,7.751259999999999764e+02
2.114999999999999858e+01,-3.089999999999999858e+01,7.748840000000000146e+02
2.114999999999999858e+01,-3.135000000000000142e+01,7.741580000000000155e+02
2.144999999999999929e+01,-3.164999999999999858e+01,7.741580000000000155e+02
2.129899999999999949e+01,-3.029899999999999949e+01,7.751259999999999764e+02
2.114999999999999858e+01,-3.089999999999999858e+01,7.739160000000000537e+02
2.114999999999999858e+01,-3.135000000000000142e+01,7.748840000000000146e+02
2.025000000000000000e+01,-3.014999999999999858e+01,7.751259999999999764e+02
2.039999999999999858e+01,-3.044999999999999929e+01,7.751259999999999764e+02
2.069999999999999929e+01,-3.089999999999999858e+01,7.741580000000000155e+02
2.069999999999999929e+01,-3.089999999999999858e+01,7.746409999999999627e+02
2.100000000000000000e+01,-3.104899999999999949e+01,7.746409999999999627e+02
2.054899999999999949e+01,-3.164999999999999858e+01,7.746409999999999627e+02
2.054899999999999949e+01,-3.044999999999999929e+01,7.739160000000000537e+02
2.025000000000000000e+01,-3.044999999999999929e+01,7.748840000000000146e+02
2.175000000000000000e+01,-3.150000000000000000e+01,7.739160000000000537e+02
2.129899999999999949e+01,-3.089999999999999858e+01,7.758519999999999754e+02
2.039999999999999858e+01,-3.075000000000000000e+01,7.739160000000000537e+02
2.114999999999999858e+01,-3.119999999999999929e+01,7.751259999999999764e+02
2.085000000000000142e+01,-3.104899999999999949e+01,7.751259999999999764e+02
2.144999999999999929e+01,-3.044999999999999929e+01,7.746409999999999627e+02
2.100000000000000000e+01,-3.089999999999999858e+01,7.748840000000000146e+02
2.085000000000000142e+01,-3.060000000000000142e+01,7.746409999999999627e+02
2.085000000000000142e+01,-3.150000000000000000e+01,7.758519999999999754e+02
2.069999999999999929e+01,-3.104899999999999949e+01,7.751259999999999764e+02
2.069999999999999929e+01,-3.119999999999999929e+01,7.743999999999999773e+02
2.085000000000000142e+01,-3.075000000000000000e+01,7.758519999999999754e+02
1.994999999999999929e+01,-3.104899999999999949e+01,7.746409999999999627e+02
2.100000000000000000e+01,-3.000000000000000000e+01,7.751259999999999764e+02
2.100000000000000000e+01,-3.150000000000000000e+01,7.739160000000000537e+02
2.085000000000000142e+01,-3.060000000000000142e+01,7.756100000000000136e+02
2.025000000000000000e+01,-3.060000000000000142e+01,7.739160000000000537e+02
2.129899999999999949e+01,-3.075000000000000000e+01,7.751259999999999764e+02
2.144999999999999929e+01,-3.119999999999999929e+01,7.743999999999999773e+02
2.085000000000000142e+01,-3.150000000000000000e+01,7.743999999999999773e+02
2.069999999999999929e+01,-3.044999999999999929e+01,7.746409999999999627e+02
2.175000000000000000e+01,-3.135000000000000142e+01,7.760940000000000509e+02
2.025000000000000000e+01,-3.135000000000000142e+01,7.748840000000000146e+02
2.054899999999999949e+01,-3.104899999999999949e+01,7.753680000000000518e+02
2.085000000000000142e+01,-3.060000000000000142e+01,7.748840000000000146e+02
2.114999999999999858e+01,-3.150000000000000000e+01,7.748840000000000146e+02
2.054899999999999949e+01,-3.060000000000000142e+01,7.748840000000000146e+02
1.994999999999999929e+01,-3.000000000000000000e+01,7.748840000000000146e+02
2.025000000000000000e+01,-3.044999999999999929e+01,7.743999999999999773e+02
2.054899999999999949e+01,-3.089999999999999858e+01,7.763350000000000364e+02
2.129899999999999949e+01,-3.119999999999999929e+01,7.741580000000000155e+02
2.054899999999999949e+01,-3.044999999999999929e+01,7.739160000000000537e+02
2.129899999999999949e+01,-3.014999999999999858e+01,7.760940000000000509e+02
2.054899999999999949e+01,-3.075000000000000000e+01,7.743999999999999773e+02
2.069999999999999929e+01,-3.089999999999999858e+01,7.751259999999999764e+02
2.085000000000000142e+01,-3.060000000000000142e+01,7.741580000000000155e+02
2.114999999999999858e+01,-3.089999999999999858e+01,7.736739999999999782e+02
2.085000000000000142e+01,-3.089999999999999858e+01,7.756100000000000136e+02
2.129899999999999949e+01,-3.089999999999999858e+01,7.751259999999999764e+02
2.069999999999999929e+01,-3.075000000000000000e+01,7.748840000000000146e+02
2.069999999999999929e+01,-3.119999999999999929e+01,7.753680000000000518e+02
2.129899999999999949e+01,-3.075000000000000000e+01,7.751259999999999764e+02
2.069999999999999929e+01,-3.089999999999999858e+01,7.748840000000000146e+02
2.039999999999999858e+01,-3.104899999999999949e+01,7.736739999999999782e+02
2.100000000000000000e+01,-3.060000000000000142e+01,7.758519999999999754e+02
2.039999999999999858e+01,-3.029899999999999949e+01,7.753680000000000518e+02
2.085000000000000142e+01,-3.104899999999999949e+01,7.751259999999999764e+02
2.069999999999999929e+01,-3.075000000000000000e+01,7.753680000000000518e+02
2.069999999999999929e+01,-3.089999999999999858e+01,7.751259999999999764e+02
2.025000000000000000e+01,-3.089999999999999858e+01,7.748840000000000146e+02
2.069999999999999929e+01,-3.089999999999999858e+01,7.741580000000000155e+02
1.979899999999999949e+01,-3.135000000000000142e+01,7.748840000000000146e+02
2.114999999999999858e+01,-3.060000000000000142e+01,7.753680000000000518e+02
2.129899999999999949e+01,-3.194999999999999929e+01,7.751259999999999764e+02
2.039999999999999858e+01,-3.164999999999999858e+01,7.753680000000000518e+02
2.144999999999999929e+01,-3.089999999999999858e+01,7.746409999999999627e+02
2.054899999999999949e+01,-3.104899999999999949e+01,7.751259999999999764e+02
2.129899999999999949e+01,-3.119999999999999929e+01,7.751259999999999764e+02
2.054899999999999949e+01,-3.119999999999999929e+01,7.756100000000000136e+02
2.114999999999999858e+01,-3.179899999999999949e+01,7.751259999999999764e+02
2.114999999999999858e+01,-3.089999999999999858e+01,7.760940000000000509e+02
